shipping_id,order_id,shipping_date,delivery_date,carrier,tracking_number,status
26070,26070,2024-01-21,2024-02-04,USPS,TRK46982985,delivered
26071,26071,2025-07-12,2025-07-18,DHL,TRK85496809,delivered
26072,26072,2025-02-11,2025-02-23,DHL,TRK98352900,delivered
26073,26073,,,UPS,TRK31859947,delivered
26074,26074,2024-07-06,2024-07-18,UPS,TRK43379494,delivered
26075,26075,2024-01-28,2024-02-08,FedEx,TRK00627557,delivered
26076,26076,2023-12-25,2024-01-08,FedEx,TRK46542700,delivered
26077,26077,2023-10-26,2023-11-08,Aramex,TRK30200842,shipped
26078,26078,2023-10-27,2023-11-09,DHL,TRK82629096,shipped
26079,26079,,,FedEx,TRK46024852,cancelled
26080,26080,,,FedEx,TRK32816784,shipped
26081,26081,,,UPS,TRK75046384,pending
26082,26082,2024-12-27,2024-12-29,UPS,TRK19045963,delivered
26083,26083,,,Aramex,TRK49620796,shipped
26084,26084,2024-02-07,,Aramex,TRK48257493,delivered
26085,26085,2023-10-08,2023-10-17,Aramex,TRK33603674,delivered
26086,26086,2024-11-06,,USPS,TRK39937199,delivered
26087,26087,2023-11-08,2023-11-14,Aramex,TRK93184748,cancelled
26088,26088,2024-03-30,2024-04-05,DHL,TRK54668401,shipped
26089,26089,,,USPS,TRK46558693,delivered
26090,26090,2025-08-08,,FedEx,TRK57252104,delivered
26091,26091,2024-04-02,2024-04-04,Aramex,TRK72486656,delivered
26092,26092,2025-03-19,2025-03-29,UPS,TRK44384089,delivered
26093,26093,2023-10-14,2023-10-21,DHL,TRK34298468,delivered
26094,26094,,,FedEx,TRK96899281,delivered
26095,26095,,,USPS,TRK80481835,delivered
26096,26096,2024-10-27,,USPS,TRK60427466,delivered
26097,26097,2025-01-05,2025-01-13,Aramex,TRK02457095,delivered
26098,26098,2024-12-23,2024-12-29,Aramex,TRK34803750,shipped
26099,26099,2024-09-05,2024-09-13,UPS,TRK93589867,delivered
26100,26100,2024-07-06,2024-07-16,USPS,TRK86761410,delivered
26101,26101,2025-07-12,2025-07-22,UPS,TRK54472228,delivered
26102,26102,2024-09-07,,Aramex,TRK40531370,delivered
26103,26103,2024-05-19,2024-05-29,FedEx,TRK99522772,pending
26104,26104,2024-03-02,2024-03-03,DHL,TRK93242828,delivered
26105,26105,2025-07-16,2025-07-23,USPS,TRK64427223,shipped
26106,26106,2024-04-16,,UPS,TRK40509587,shipped
26107,26107,2025-06-25,,DHL,TRK89330463,pending
26108,26108,2024-12-03,2024-12-15,Aramex,TRK29204707,delivered
26109,26109,2024-05-09,2024-05-22,DHL,TRK47756696,shipped
26110,26110,2025-04-29,2025-05-10,USPS,TRK76912584,delivered
26111,26111,2024-12-05,,UPS,TRK55007805,delivered
26112,26112,2024-08-29,2024-08-31,FedEx,TRK06962676,delivered
26113,26113,2024-08-23,2024-08-29,DHL,TRK07707822,shipped
26114,26114,2023-10-24,2023-11-01,DHL,TRK93123758,delivered
26115,26115,2023-11-03,2023-11-15,USPS,TRK99868122,shipped
26116,26116,2024-03-04,2024-03-14,UPS,TRK90911404,delivered
26117,26117,2024-08-09,,DHL,TRK28584125,shipped
26118,26118,2024-03-26,2024-04-02,Aramex,TRK45303543,shipped
26119,26119,2025-04-10,,UPS,TRK00185854,delivered
26120,26120,2025-08-15,2025-08-25,Aramex,TRK16228563,delivered
26121,26121,,,FedEx,TRK77903142,delivered
26122,26122,2023-12-13,2023-12-25,UPS,TRK24166655,pending
26123,26123,2025-08-04,,UPS,TRK03134004,shipped
26124,26124,2024-11-28,2024-11-30,UPS,TRK84222679,delivered
26125,26125,2024-06-12,2024-06-23,DHL,TRK46635383,delivered
26126,26126,2024-10-22,2024-10-28,FedEx,TRK97486438,delivered
26127,26127,2024-04-23,2024-05-04,USPS,TRK82037530,delivered
26128,26128,2023-09-19,,FedEx,TRK36089884,delivered
26129,26129,2025-09-10,2025-09-14,DHL,TRK80717278,shipped
26130,26130,2023-09-16,2023-09-18,FedEx,TRK73830506,delivered
26131,26131,2025-01-18,2025-01-24,DHL,TRK46125098,delivered
26132,26132,2025-03-03,2025-03-05,FedEx,TRK04404969,delivered
26133,26133,2024-04-28,2024-05-02,USPS,TRK14232733,delivered
26134,26134,,,FedEx,TRK91943638,shipped
26135,26135,2025-06-23,2025-07-01,USPS,TRK95026358,shipped
26136,26136,2024-07-15,,FedEx,TRK36096753,delivered
26137,26137,2024-03-02,2024-03-14,FedEx,TRK26380707,delivered
26138,26138,2025-07-29,2025-08-09,UPS,TRK37313648,delivered
26139,26139,2024-04-20,2024-04-27,UPS,TRK20319096,delivered
26140,26140,2023-10-08,2023-10-13,USPS,TRK17798582,cancelled
26141,26141,2025-05-08,,Aramex,TRK50480532,shipped
26142,26142,2024-10-05,,FedEx,TRK77624834,delivered
26143,26143,2024-06-23,2024-06-25,UPS,TRK31563419,delivered
26144,26144,2024-08-17,,Aramex,TRK30961203,shipped
26145,26145,2023-11-15,2023-11-24,DHL,TRK89683227,delivered
26146,26146,2025-04-22,,FedEx,TRK14037209,delivered
26147,26147,2025-09-13,2025-09-23,DHL,TRK56789082,cancelled
26148,26148,,,FedEx,TRK94228535,shipped
26149,26149,2025-05-27,2025-06-03,UPS,TRK64509630,delivered
26150,26150,2025-05-26,2025-06-05,Aramex,TRK75749553,delivered
26151,26151,2024-04-11,2024-04-16,DHL,TRK12023259,delivered
26152,26152,2024-12-30,2025-01-03,DHL,TRK18962782,delivered
26153,26153,2024-01-17,,USPS,TRK17372547,delivered
26154,26154,2024-06-18,2024-06-25,USPS,TRK47370953,delivered
26155,26155,2024-04-29,2024-05-11,Aramex,TRK76169081,delivered
26156,26156,2025-01-15,2025-01-26,Aramex,TRK86356094,delivered
26157,26157,2025-03-11,2025-03-23,Aramex,TRK62758633,shipped
26158,26158,2024-01-20,,USPS,TRK30439054,delivered
26159,26159,2025-07-31,,FedEx,TRK51287053,delivered
26160,26160,2025-08-22,,DHL,TRK74022173,shipped
26161,26161,,,USPS,TRK00999032,delivered
26162,26162,2025-08-05,2025-08-16,USPS,TRK47168776,delivered
26163,26163,,,UPS,TRK85698735,shipped
26164,26164,2024-05-04,2024-05-10,FedEx,TRK15858482,delivered
26165,26165,2024-11-04,2024-11-17,FedEx,TRK85012984,delivered
26166,26166,2025-08-24,2025-08-27,FedEx,TRK83877809,delivered
26167,26167,,,UPS,TRK65787724,shipped
26168,26168,2024-11-25,2024-11-28,UPS,TRK87702162,shipped
26169,26169,2025-05-10,2025-05-11,Aramex,TRK18360212,delivered
26170,26170,,,FedEx,TRK76372123,shipped
26171,26171,,,Aramex,TRK12126925,delivered
26172,26172,2023-10-19,2023-10-25,Aramex,TRK02576417,delivered
26173,26173,2025-08-10,2025-08-14,FedEx,TRK76345596,shipped
26174,26174,,,Aramex,TRK38125523,delivered
26175,26175,2024-11-10,2024-11-16,FedEx,TRK45758504,shipped
26176,26176,2024-04-20,2024-04-27,Aramex,TRK17873476,delivered
26177,26177,2024-04-29,2024-05-05,UPS,TRK08464022,delivered
26178,26178,2023-11-30,,UPS,TRK38341569,delivered
26179,26179,,,FedEx,TRK01464515,delivered
26180,26180,2024-01-13,2024-01-15,UPS,TRK31394544,delivered
26181,26181,,,FedEx,TRK70215486,delivered
26182,26182,2023-12-24,2023-12-27,DHL,TRK23005998,delivered
26183,26183,,,Aramex,TRK71834045,delivered
26184,26184,2024-05-02,2024-05-14,Aramex,TRK14201733,shipped
26185,26185,2024-06-28,2024-07-05,Aramex,TRK40889132,delivered
26186,26186,2025-01-07,2025-01-15,Aramex,TRK94618997,delivered
26187,26187,2025-02-25,2025-02-27,DHL,TRK01187421,delivered
26188,26188,2024-09-30,2024-10-10,UPS,TRK63381299,delivered
26189,26189,2024-03-14,2024-03-20,Aramex,TRK31311115,delivered
26190,26190,2024-04-06,2024-04-19,USPS,TRK94187064,delivered
26191,26191,2024-07-25,2024-07-27,DHL,TRK28745201,delivered
26192,26192,2025-03-10,2025-03-16,DHL,TRK59220324,delivered
26193,26193,2025-04-17,2025-04-30,DHL,TRK09329747,delivered
26194,26194,2024-02-19,2024-02-21,USPS,TRK35127997,delivered
26195,26195,2024-06-13,2024-06-21,FedEx,TRK07502617,shipped
26196,26196,2024-04-20,2024-04-29,FedEx,TRK38673966,cancelled
26197,26197,2024-10-24,2024-11-02,DHL,TRK15213274,shipped
26198,26198,2025-01-15,2025-01-29,Aramex,TRK65469644,shipped
26199,26199,2024-03-12,,FedEx,TRK09356650,delivered
26200,26200,,,UPS,TRK33608871,shipped
26201,26201,2025-03-28,2025-04-04,DHL,TRK07875021,delivered
26202,26202,,,DHL,TRK73737180,pending
26203,26203,2023-12-05,,FedEx,TRK59165958,delivered
26204,26204,2024-02-01,2024-02-12,Aramex,TRK92243811,delivered
26205,26205,2024-04-08,2024-04-11,Aramex,TRK63989505,delivered
26206,26206,2024-08-20,2024-08-22,UPS,TRK77361883,delivered
26207,26207,2025-06-03,2025-06-09,UPS,TRK98540455,delivered
26208,26208,2025-02-22,2025-02-25,UPS,TRK78238437,delivered
26209,26209,,,USPS,TRK71942561,delivered
26210,26210,,,FedEx,TRK31705521,delivered
26211,26211,2024-12-28,2025-01-10,Aramex,TRK84374095,delivered
26212,26212,2024-11-19,,UPS,TRK07931289,shipped
26213,26213,2025-06-18,2025-06-22,USPS,TRK66320424,delivered
26214,26214,2025-03-03,2025-03-15,Aramex,TRK82252195,shipped
26215,26215,2024-05-10,2024-05-21,DHL,TRK37485026,delivered
26216,26216,2024-08-24,2024-08-28,UPS,TRK54265436,delivered
26217,26217,2023-10-30,2023-11-01,DHL,TRK46569647,shipped
26218,26218,2025-04-02,2025-04-13,USPS,TRK34069749,delivered
26219,26219,2024-09-07,2024-09-12,DHL,TRK43232476,shipped
26220,26220,2024-11-24,2024-11-28,FedEx,TRK68645839,shipped
26221,26221,2024-03-01,2024-03-13,USPS,TRK73084867,delivered
26222,26222,2024-12-23,2024-12-30,UPS,TRK24802157,delivered
26223,26223,2024-11-19,2024-11-22,DHL,TRK81261445,delivered
26224,26224,2025-04-12,,DHL,TRK49516851,delivered
26225,26225,2025-07-31,2025-08-08,DHL,TRK80370970,delivered
26226,26226,2025-02-06,2025-02-13,FedEx,TRK95339316,delivered
26227,26227,2025-07-25,2025-08-03,USPS,TRK07492881,delivered
26228,26228,2025-03-30,,UPS,TRK62098243,delivered
26229,26229,2025-07-05,2025-07-06,UPS,TRK03771133,delivered
26230,26230,2025-01-03,2025-01-15,USPS,TRK36438250,delivered
26231,26231,2023-12-22,2024-01-04,USPS,TRK57108924,delivered
26232,26232,2025-04-21,2025-04-22,USPS,TRK24081569,delivered
26233,26233,2024-03-01,2024-03-14,FedEx,TRK71711434,delivered
26234,26234,2024-06-01,2024-06-11,UPS,TRK66946695,delivered
26235,26235,2024-08-27,2024-09-09,DHL,TRK17252575,shipped
26236,26236,2024-03-01,2024-03-13,UPS,TRK37724107,delivered
26237,26237,2024-02-21,2024-03-03,FedEx,TRK83584538,delivered
26238,26238,2025-09-14,2025-09-28,UPS,TRK55103693,shipped
26239,26239,2024-07-07,2024-07-16,FedEx,TRK21820430,pending
26240,26240,2024-02-23,2024-03-04,UPS,TRK36275786,delivered
26241,26241,2024-04-24,2024-05-06,DHL,TRK95339063,delivered
26242,26242,2023-10-01,2023-10-11,UPS,TRK08620595,delivered
26243,26243,2024-11-30,,FedEx,TRK24963998,delivered
26244,26244,2023-12-03,,Aramex,TRK54065415,delivered
26245,26245,2023-10-20,2023-11-02,UPS,TRK35115163,cancelled
26246,26246,2024-09-15,2024-09-19,UPS,TRK60018616,delivered
26247,26247,2024-07-29,2024-08-04,DHL,TRK00740949,delivered
26248,26248,2023-11-22,2023-12-04,DHL,TRK87117025,delivered
26249,26249,2025-07-05,2025-07-13,UPS,TRK93735881,delivered
26250,26250,2025-04-23,2025-04-30,UPS,TRK12840665,delivered
26251,26251,2024-10-28,2024-11-02,Aramex,TRK89070709,delivered
26252,26252,2025-04-02,2025-04-12,DHL,TRK96579942,cancelled
26253,26253,2024-12-25,2025-01-06,DHL,TRK23710533,delivered
26254,26254,2025-04-02,2025-04-15,FedEx,TRK67527913,delivered
26255,26255,2025-08-16,2025-08-17,FedEx,TRK48586452,delivered
26256,26256,2024-10-30,2024-11-09,FedEx,TRK82204767,delivered
26257,26257,,,USPS,TRK52757145,delivered
26258,26258,2024-09-26,2024-10-07,FedEx,TRK98252093,delivered
26259,26259,2025-04-18,2025-04-25,DHL,TRK30888541,shipped
26260,26260,2025-07-13,2025-07-19,Aramex,TRK78644294,delivered
26261,26261,2024-02-10,,USPS,TRK83920554,delivered
26262,26262,2025-08-17,,DHL,TRK87320838,pending
26263,26263,2025-03-30,,DHL,TRK24156382,delivered
26264,26264,2024-08-02,2024-08-09,DHL,TRK47309208,delivered
26265,26265,2023-12-28,2024-01-07,USPS,TRK03497822,delivered
26266,26266,2024-08-11,2024-08-13,DHL,TRK57917490,delivered
26267,26267,2024-04-13,2024-04-15,Aramex,TRK13494108,delivered
26268,26268,2025-02-01,,USPS,TRK87559289,delivered
26269,26269,2023-10-03,2023-10-12,FedEx,TRK41289131,delivered
26270,26270,2024-05-27,,DHL,TRK10131983,delivered
26271,26271,2025-05-22,2025-06-02,DHL,TRK91922265,delivered
26272,26272,2025-06-20,,FedEx,TRK73060763,delivered
26273,26273,2024-07-28,2024-08-08,DHL,TRK22142749,delivered
26274,26274,2024-04-13,2024-04-23,USPS,TRK76681276,delivered
26275,26275,2023-12-16,2023-12-28,FedEx,TRK62981508,delivered
26276,26276,2025-05-27,2025-05-29,Aramex,TRK00066525,delivered
26277,26277,2024-06-25,2024-06-27,FedEx,TRK26933851,shipped
26278,26278,2025-02-01,2025-02-09,Aramex,TRK94147148,pending
26279,26279,2023-11-01,,Aramex,TRK81273476,delivered
26280,26280,2024-02-28,2024-03-10,Aramex,TRK55971837,shipped
26281,26281,2025-08-31,2025-09-10,USPS,TRK94998173,delivered
26282,26282,2024-08-20,,Aramex,TRK08413062,delivered
26283,26283,2024-03-21,2024-03-28,FedEx,TRK10777645,shipped
26284,26284,2024-01-11,2024-01-12,UPS,TRK21623581,delivered
26285,26285,2025-06-05,,USPS,TRK53965537,delivered
26286,26286,2025-05-15,2025-05-29,USPS,TRK69328785,delivered
26287,26287,2024-11-19,2024-11-20,Aramex,TRK26770905,shipped
26288,26288,,,DHL,TRK21334049,delivered
26289,26289,2025-05-06,2025-05-12,USPS,TRK24441808,pending
26290,26290,2024-04-19,2024-04-26,UPS,TRK71726574,delivered
26291,26291,2024-12-25,2024-12-31,FedEx,TRK34757287,delivered
26292,26292,2024-05-06,,DHL,TRK37270782,delivered
26293,26293,2023-12-02,2023-12-03,FedEx,TRK64206497,shipped
26294,26294,2024-01-12,2024-01-19,FedEx,TRK83153905,shipped
26295,26295,2024-05-04,2024-05-17,UPS,TRK11621823,delivered
26296,26296,2024-02-14,2024-02-27,FedEx,TRK01456631,delivered
26297,26297,2024-08-06,2024-08-17,DHL,TRK17446887,delivered
26298,26298,,,Aramex,TRK00016553,delivered
26299,26299,2025-09-13,2025-09-27,Aramex,TRK94691407,delivered
26300,26300,,,Aramex,TRK25644717,delivered
26301,26301,2025-01-09,2025-01-11,DHL,TRK38204042,delivered
26302,26302,2025-03-10,2025-03-16,FedEx,TRK14295264,delivered
26303,26303,2024-03-16,2024-03-30,UPS,TRK50913555,delivered
26304,26304,2025-03-09,,DHL,TRK59493047,delivered
26305,26305,2024-02-12,2024-02-22,Aramex,TRK80751202,delivered
26306,26306,2024-12-15,2024-12-28,DHL,TRK78243998,delivered
26307,26307,2024-01-18,,Aramex,TRK71890963,shipped
26308,26308,,,USPS,TRK93754866,shipped
26309,26309,2025-01-16,,UPS,TRK40144543,delivered
26310,26310,2023-12-10,2023-12-13,USPS,TRK73716849,delivered
26311,26311,2023-12-29,2024-01-07,USPS,TRK55395901,shipped
26312,26312,2023-10-19,2023-11-01,DHL,TRK18600833,delivered
26313,26313,2024-01-21,2024-01-23,UPS,TRK08330608,delivered
26314,26314,2024-06-26,2024-07-02,USPS,TRK33891385,delivered
26315,26315,2024-10-07,2024-10-18,Aramex,TRK51431719,delivered
26316,26316,,,DHL,TRK48170865,shipped
26317,26317,2023-09-23,2023-09-29,FedEx,TRK99975044,delivered
26318,26318,2024-01-17,,FedEx,TRK96693151,delivered
26319,26319,2025-07-02,2025-07-13,FedEx,TRK27800729,shipped
26320,26320,2024-08-11,2024-08-13,DHL,TRK86377755,delivered
26321,26321,2025-07-11,,UPS,TRK94736245,delivered
26322,26322,2023-11-06,2023-11-18,UPS,TRK12305820,delivered
26323,26323,2025-01-09,2025-01-12,UPS,TRK40542730,delivered
26324,26324,2024-09-20,,DHL,TRK07462873,delivered
26325,26325,2025-05-27,2025-06-06,Aramex,TRK30907585,shipped
26326,26326,2024-05-28,2024-06-06,USPS,TRK09684621,delivered
26327,26327,2025-08-07,2025-08-21,FedEx,TRK80281491,delivered
26328,26328,2024-05-14,2024-05-24,Aramex,TRK63176232,delivered
26329,26329,2024-03-29,2024-04-09,UPS,TRK10416846,shipped
26330,26330,,,USPS,TRK35564261,shipped
26331,26331,2025-08-13,,USPS,TRK07299585,delivered
26332,26332,2025-07-04,2025-07-07,USPS,TRK81694228,shipped
26333,26333,2024-06-06,2024-06-08,UPS,TRK48891227,cancelled
26334,26334,2025-02-23,2025-03-08,FedEx,TRK49865992,delivered
26335,26335,2025-05-21,,Aramex,TRK24685820,shipped
26336,26336,2025-01-29,2025-01-31,FedEx,TRK99253175,delivered
26337,26337,2025-07-17,2025-07-30,USPS,TRK89348266,delivered
26338,26338,2024-10-31,2024-11-13,FedEx,TRK95121436,delivered
26339,26339,2025-03-06,2025-03-15,UPS,TRK52552998,shipped
26340,26340,2024-02-19,2024-02-28,USPS,TRK59437313,delivered
26341,26341,2025-04-07,2025-04-13,DHL,TRK92704130,delivered
26342,26342,,,DHL,TRK39225082,delivered
26343,26343,2025-01-11,2025-01-12,FedEx,TRK78293218,delivered
26344,26344,2025-03-26,,DHL,TRK51825546,shipped
26345,26345,2024-09-24,2024-09-28,USPS,TRK90649467,shipped
26346,26346,2024-01-13,2024-01-20,USPS,TRK24633726,shipped
26347,26347,2025-05-15,,Aramex,TRK54684922,delivered
26348,26348,2025-06-17,2025-06-29,UPS,TRK14577312,delivered
26349,26349,2024-03-05,,UPS,TRK69910826,delivered
26350,26350,,,DHL,TRK38234622,shipped
26351,26351,2025-03-03,2025-03-16,Aramex,TRK30977065,delivered
26352,26352,,,Aramex,TRK99779374,delivered
26353,26353,,,Aramex,TRK71346845,delivered
26354,26354,,,USPS,TRK74691377,delivered
26355,26355,2025-07-28,2025-08-07,USPS,TRK76343749,pending
26356,26356,2024-04-18,2024-04-28,FedEx,TRK66999340,delivered
26357,26357,2025-08-19,2025-09-01,UPS,TRK41454429,delivered
26358,26358,2024-07-12,2024-07-20,DHL,TRK76381314,delivered
26359,26359,,,FedEx,TRK91486288,shipped
26360,26360,2025-05-06,,FedEx,TRK33979670,delivered
26361,26361,2024-10-23,2024-11-01,UPS,TRK06427082,delivered
26362,26362,2025-03-04,2025-03-13,DHL,TRK37174827,delivered
26363,26363,2024-08-22,2024-09-01,USPS,TRK48414285,delivered
26364,26364,2025-01-01,2025-01-11,USPS,TRK16191098,delivered
26365,26365,,,Aramex,TRK50720300,delivered
26366,26366,2024-09-10,2024-09-23,Aramex,TRK19498341,delivered
26367,26367,,,USPS,TRK09704645,delivered
26368,26368,2024-07-02,2024-07-10,UPS,TRK98297557,delivered
26369,26369,2024-03-29,,UPS,TRK74189179,delivered
26370,26370,2023-10-23,2023-10-26,DHL,TRK70491555,delivered
26371,26371,2024-05-22,2024-06-03,DHL,TRK49796158,pending
26372,26372,2023-12-06,2023-12-10,USPS,TRK68209303,delivered
26373,26373,2024-08-24,2024-09-04,UPS,TRK96643189,delivered
26374,26374,,,UPS,TRK23924000,delivered
26375,26375,2024-04-20,,USPS,TRK12461048,delivered
26376,26376,2025-03-24,,FedEx,TRK85543553,delivered
26377,26377,2023-12-19,2023-12-23,USPS,TRK02400305,delivered
26378,26378,,,USPS,TRK43259909,pending
26379,26379,2023-10-19,2023-10-25,Aramex,TRK05770286,delivered
26380,26380,2025-01-20,2025-01-25,USPS,TRK00963030,cancelled
26381,26381,2024-10-12,2024-10-18,FedEx,TRK31212688,delivered
26382,26382,2024-05-07,,UPS,TRK50903679,delivered
26383,26383,2024-05-24,2024-06-04,FedEx,TRK15097930,shipped
26384,26384,2023-09-24,2023-09-25,USPS,TRK33319716,delivered
26385,26385,2024-12-24,2024-12-29,DHL,TRK19160388,pending
26386,26386,2024-01-10,2024-01-16,FedEx,TRK47402355,delivered
26387,26387,2024-10-13,2024-10-15,UPS,TRK13412847,delivered
26388,26388,2024-05-05,2024-05-14,FedEx,TRK49058613,delivered
26389,26389,2024-11-02,2024-11-10,Aramex,TRK35427725,delivered
26390,26390,2024-06-25,2024-06-27,USPS,TRK84196610,delivered
26391,26391,2025-02-04,2025-02-05,FedEx,TRK72132766,delivered
26392,26392,2025-06-07,2025-06-10,USPS,TRK26455533,shipped
26393,26393,2024-12-07,2024-12-19,USPS,TRK09935042,delivered
26394,26394,2024-04-13,2024-04-26,USPS,TRK86141376,delivered
26395,26395,2024-08-26,2024-09-02,FedEx,TRK66031927,delivered
26396,26396,,,FedEx,TRK18632001,delivered
26397,26397,2024-05-26,2024-06-06,DHL,TRK01364316,shipped
26398,26398,2024-01-17,2024-01-26,FedEx,TRK02451485,delivered
26399,26399,2024-04-23,2024-04-24,USPS,TRK49338905,delivered
26400,26400,2024-07-17,2024-07-21,USPS,TRK03168521,delivered
26401,26401,2024-03-16,2024-03-26,FedEx,TRK47230751,delivered
26402,26402,2025-06-04,2025-06-12,DHL,TRK36669609,delivered
26403,26403,2024-10-07,,FedEx,TRK43832333,delivered
26404,26404,2024-08-23,,UPS,TRK04468949,delivered
26405,26405,2024-09-14,,Aramex,TRK14352195,delivered
26406,26406,2024-05-21,2024-05-24,FedEx,TRK29242792,delivered
26407,26407,2024-03-25,2024-04-08,DHL,TRK23253363,delivered
26408,26408,,,USPS,TRK81737802,shipped
26409,26409,2024-01-19,2024-02-02,Aramex,TRK75451676,delivered
26410,26410,2025-04-03,2025-04-13,FedEx,TRK02501899,delivered
26411,26411,2024-09-05,2024-09-12,Aramex,TRK49509088,delivered
26412,26412,2025-09-05,2025-09-19,USPS,TRK44307761,delivered
26413,26413,2024-10-11,2024-10-24,FedEx,TRK23466904,delivered
26414,26414,2024-06-15,2024-06-16,FedEx,TRK78933341,cancelled
26415,26415,2024-02-18,2024-02-23,Aramex,TRK53961620,cancelled
26416,26416,,,UPS,TRK62421267,shipped
26417,26417,,,Aramex,TRK98500523,delivered
26418,26418,2025-09-07,2025-09-15,UPS,TRK41692905,delivered
26419,26419,2025-04-18,2025-05-01,FedEx,TRK41623037,delivered
26420,26420,2024-12-29,2025-01-04,DHL,TRK30798630,cancelled
26421,26421,2024-05-01,2024-05-02,Aramex,TRK14697094,shipped
26422,26422,2023-10-08,2023-10-11,Aramex,TRK04911028,delivered
26423,26423,2025-02-02,2025-02-04,UPS,TRK55543349,delivered
26424,26424,,,FedEx,TRK55221035,delivered
26425,26425,2025-08-29,2025-09-03,FedEx,TRK74309682,delivered
26426,26426,2025-02-28,,FedEx,TRK37365503,shipped
26427,26427,,,Aramex,TRK62291523,delivered
26428,26428,2023-12-09,2023-12-20,USPS,TRK88511882,delivered
26429,26429,2024-03-21,2024-04-03,DHL,TRK00162412,delivered
26430,26430,2025-01-14,2025-01-24,DHL,TRK73309359,delivered
26431,26431,2024-01-01,2024-01-07,DHL,TRK07942715,delivered
26432,26432,2024-04-24,,USPS,TRK84939675,delivered
26433,26433,2025-09-07,2025-09-15,UPS,TRK21592745,delivered
26434,26434,2024-08-22,2024-08-23,FedEx,TRK59039505,shipped
26435,26435,2023-12-06,2023-12-08,USPS,TRK01134869,delivered
26436,26436,2025-02-05,2025-02-17,DHL,TRK70495823,shipped
26437,26437,2024-07-31,2024-08-12,Aramex,TRK46342160,delivered
26438,26438,2023-12-05,2023-12-10,UPS,TRK70372366,shipped
26439,26439,2023-11-28,,FedEx,TRK98364955,delivered
26440,26440,2024-03-04,2024-03-07,USPS,TRK21297412,delivered
26441,26441,2025-08-13,,FedEx,TRK90857141,delivered
26442,26442,,,USPS,TRK71459661,delivered
26443,26443,2025-05-06,2025-05-16,DHL,TRK20817318,delivered
26444,26444,2025-08-24,2025-09-05,Aramex,TRK12671527,delivered
26445,26445,2025-02-03,2025-02-10,Aramex,TRK08070040,delivered
26446,26446,2023-12-21,2024-01-03,Aramex,TRK05016456,delivered
26447,26447,2025-07-09,2025-07-19,USPS,TRK67660619,delivered
26448,26448,2024-03-13,2024-03-23,DHL,TRK62760302,delivered
26449,26449,2025-08-26,2025-08-29,USPS,TRK48602510,delivered
26450,26450,2024-12-18,2024-12-28,DHL,TRK04439986,shipped
26451,26451,2023-12-14,2023-12-23,Aramex,TRK24069513,delivered
26452,26452,2025-04-16,,UPS,TRK80849602,delivered
26453,26453,2025-01-06,2025-01-15,FedEx,TRK85306351,delivered
26454,26454,,,UPS,TRK81460838,pending
26455,26455,2025-08-04,2025-08-16,Aramex,TRK53397315,delivered
26456,26456,,,USPS,TRK01850045,delivered
26457,26457,2025-03-24,2025-04-05,UPS,TRK88925997,shipped
26458,26458,2025-05-16,2025-05-30,FedEx,TRK12359563,shipped
26459,26459,2025-07-31,2025-08-09,USPS,TRK33929141,delivered
26460,26460,2023-12-09,,FedEx,TRK29221619,delivered
26461,26461,2025-06-24,2025-06-26,USPS,TRK23661807,shipped
26462,26462,2024-07-09,2024-07-23,DHL,TRK08382319,shipped
26463,26463,2024-10-29,2024-11-10,Aramex,TRK87596240,shipped
26464,26464,2024-11-07,2024-11-16,FedEx,TRK28196185,delivered
26465,26465,2024-10-28,2024-11-06,Aramex,TRK94157302,cancelled
26466,26466,2023-12-15,2023-12-27,FedEx,TRK25007211,delivered
26467,26467,,,UPS,TRK34204162,delivered
26468,26468,2024-09-19,2024-10-02,USPS,TRK99323562,delivered
26469,26469,2024-08-14,,UPS,TRK13670965,delivered
26470,26470,,,FedEx,TRK76794796,delivered
26471,26471,2025-04-06,2025-04-10,DHL,TRK50235488,delivered
26472,26472,2025-05-06,2025-05-13,UPS,TRK62683505,shipped
26473,26473,2025-05-13,2025-05-22,FedEx,TRK60655535,delivered
26474,26474,2024-12-13,2024-12-20,USPS,TRK04596215,shipped
26475,26475,2023-12-13,2023-12-16,FedEx,TRK01588817,delivered
26476,26476,2024-12-08,,UPS,TRK22073568,cancelled
26477,26477,2024-07-20,2024-07-29,FedEx,TRK17996830,delivered
26478,26478,2025-03-19,2025-03-29,UPS,TRK92432555,shipped
26479,26479,2024-06-26,2024-07-09,UPS,TRK78071622,shipped
26480,26480,2024-05-28,2024-05-29,FedEx,TRK10351208,delivered
26481,26481,2025-02-23,2025-03-09,Aramex,TRK43115502,shipped
26482,26482,2024-11-18,2024-11-21,Aramex,TRK55174991,shipped
26483,26483,2024-02-02,2024-02-07,DHL,TRK56263799,delivered
26484,26484,2024-10-08,2024-10-21,USPS,TRK28312714,delivered
26485,26485,2023-12-26,2024-01-06,FedEx,TRK79043955,delivered
26486,26486,,,FedEx,TRK06482462,delivered
26487,26487,2024-12-11,2024-12-25,FedEx,TRK11099700,delivered
26488,26488,2024-06-24,2024-07-05,FedEx,TRK54478965,delivered
26489,26489,2025-02-07,2025-02-14,USPS,TRK78780323,delivered
26490,26490,,,USPS,TRK82888161,delivered
26491,26491,2024-01-13,2024-01-21,UPS,TRK54356833,cancelled
26492,26492,2024-02-19,2024-02-26,UPS,TRK13839469,delivered
