shipping_sk,shipping_id,carrier,tracking_number,shipping_status,entry_date_key
18553,18553,FedEx,TRK89078952,delivered,20250928
18554,18554,Aramex,TRK13778336,delivered,20250928
18555,18555,USPS,TRK78533605,shipped,20250928
18556,18556,UPS,TRK50000431,delivered,20250928
18557,18557,DHL,TRK40697938,pending,20250928
18558,18558,FedEx,TRK20868253,shipped,20250928
18559,18559,DHL,TRK09097266,delivered,20250928
18560,18560,UPS,TRK66723903,delivered,20250928
18561,18561,USPS,TRK02548633,delivered,20250928
18562,18562,USPS,TRK51081158,delivered,20250928
18563,18563,USPS,TRK38321958,delivered,20250928
18564,18564,USPS,TRK44642041,delivered,20250928
18565,18565,Aramex,TRK38140852,delivered,20250928
18566,18566,UPS,TRK07511698,delivered,20250928
18567,18567,UPS,TRK65984359,delivered,20250928
18568,18568,USPS,TRK27431504,delivered,20250928
18569,18569,USPS,TRK84860016,delivered,20250928
18570,18570,FedEx,TRK36224006,delivered,20250928
18571,18571,USPS,TRK30667104,delivered,20250928
18572,18572,USPS,TRK53366663,pending,20250928
18573,18573,FedEx,TRK85330831,delivered,20250928
18574,18574,Aramex,TRK03753137,delivered,20250928
18575,18575,Aramex,TRK73749893,delivered,20250928
18576,18576,DHL,TRK79297900,delivered,20250928
18577,18577,DHL,TRK25203723,shipped,20250928
18578,18578,FedEx,TRK68709570,delivered,20250928
18579,18579,FedEx,TRK33434548,delivered,20250928
18580,18580,USPS,TRK14847599,delivered,20250928
18581,18581,DHL,TRK74833991,delivered,20250928
18582,18582,Aramex,TRK00810826,shipped,20250928
18583,18583,FedEx,TRK91220628,delivered,20250928
18584,18584,UPS,TRK85436013,delivered,20250928
18585,18585,USPS,TRK35567691,delivered,20250928
18586,18586,USPS,TRK16501299,delivered,20250928
18587,18587,USPS,TRK97420480,shipped,20250928
18588,18588,USPS,TRK10537738,delivered,20250928
18589,18589,USPS,TRK36100118,delivered,20250928
18590,18590,UPS,TRK02052099,delivered,20250928
18591,18591,USPS,TRK15064424,pending,20250928
18592,18592,UPS,TRK57028001,pending,20250928
18593,18593,DHL,TRK55691742,delivered,20250928
18594,18594,Aramex,TRK03822624,delivered,20250928
18595,18595,FedEx,TRK31957612,delivered,20250928
18596,18596,Aramex,TRK53507078,shipped,20250928
18597,18597,DHL,TRK34488543,delivered,20250928
18598,18598,UPS,TRK68731852,delivered,20250928
18599,18599,Aramex,TRK75150619,pending,20250928
18600,18600,UPS,TRK92084678,shipped,20250928
18601,18601,Aramex,TRK50962718,pending,20250928
18602,18602,FedEx,TRK38436444,shipped,20250928
18603,18603,UPS,TRK00404026,delivered,20250928
18604,18604,UPS,TRK54588138,cancelled,20250928
18605,18605,UPS,TRK97711921,delivered,20250928
18606,18606,FedEx,TRK87649362,delivered,20250928
18607,18607,USPS,TRK45667941,cancelled,20250928
18608,18608,Aramex,TRK34106731,delivered,20250928
18609,18609,UPS,TRK93022800,delivered,20250928
18610,18610,USPS,TRK24308855,delivered,20250928
18611,18611,UPS,TRK14268903,delivered,20250928
18612,18612,USPS,TRK27912568,shipped,20250928
18613,18613,USPS,TRK61480827,pending,20250928
18614,18614,Aramex,TRK70669387,delivered,20250928
18615,18615,USPS,TRK26526039,delivered,20250928
18616,18616,Aramex,TRK26200969,delivered,20250928
18617,18617,USPS,TRK01313121,shipped,20250928
18618,18618,DHL,TRK08463739,delivered,20250928
18619,18619,DHL,TRK56469423,delivered,20250928
18620,18620,FedEx,TRK45349206,delivered,20250928
18621,18621,DHL,TRK59904522,pending,20250928
18622,18622,USPS,TRK42278143,delivered,20250928
18623,18623,USPS,TRK56629834,delivered,20250928
18624,18624,UPS,TRK72514095,delivered,20250928
18625,18625,Aramex,TRK42124225,cancelled,20250928
18626,18626,Aramex,TRK14232413,delivered,20250928
18627,18627,FedEx,TRK08489006,delivered,20250928
18628,18628,USPS,TRK85247414,delivered,20250928
18629,18629,UPS,TRK49986694,pending,20250928
18630,18630,DHL,TRK31254068,delivered,20250928
18631,18631,FedEx,TRK75790170,delivered,20250928
18632,18632,UPS,TRK01719949,delivered,20250928
18633,18633,Aramex,TRK00700792,delivered,20250928
18634,18634,USPS,TRK58342319,shipped,20250928
18635,18635,DHL,TRK11022102,delivered,20250928
18636,18636,USPS,TRK47221471,delivered,20250928
18637,18637,Aramex,TRK71341768,delivered,20250928
18638,18638,FedEx,TRK20989344,pending,20250928
18639,18639,UPS,TRK83762126,delivered,20250928
18640,18640,FedEx,TRK86497596,delivered,20250928
18641,18641,UPS,TRK94923601,delivered,20250928
18642,18642,Aramex,TRK09806358,delivered,20250928
18643,18643,USPS,TRK89444987,delivered,20250928
18644,18644,Aramex,TRK63423920,shipped,20250928
18645,18645,DHL,TRK49569113,delivered,20250928
18646,18646,FedEx,TRK33386271,delivered,20250928
18647,18647,DHL,TRK28082891,delivered,20250928
18648,18648,Aramex,TRK45648692,cancelled,20250928
18649,18649,DHL,TRK73850715,delivered,20250928
18650,18650,DHL,TRK00150183,delivered,20250928
18651,18651,Aramex,TRK00042771,shipped,20250928
18652,18652,USPS,TRK02701605,delivered,20250928
18653,18653,UPS,TRK14436066,delivered,20250928
18654,18654,UPS,TRK37061556,delivered,20250928
18655,18655,USPS,TRK15405358,delivered,20250928
18656,18656,DHL,TRK20102338,shipped,20250928
18657,18657,DHL,TRK45102808,delivered,20250928
18658,18658,Aramex,TRK76840611,delivered,20250928
18659,18659,DHL,TRK45897408,shipped,20250928
18660,18660,UPS,TRK04780833,pending,20250928
18661,18661,FedEx,TRK30844928,delivered,20250928
18662,18662,USPS,TRK15883883,delivered,20250928
18663,18663,USPS,TRK82598007,delivered,20250928
18664,18664,UPS,TRK36530940,delivered,20250928
18665,18665,UPS,TRK55315774,delivered,20250928
18666,18666,DHL,TRK67174853,delivered,20250928
18667,18667,DHL,TRK57200819,delivered,20250928
18668,18668,FedEx,TRK52308234,cancelled,20250928
18669,18669,UPS,TRK18366017,cancelled,20250928
18670,18670,UPS,TRK61973485,shipped,20250928
18671,18671,UPS,TRK13560363,shipped,20250928
18672,18672,USPS,TRK07327988,cancelled,20250928
18673,18673,Aramex,TRK28725082,delivered,20250928
18674,18674,UPS,TRK98091561,delivered,20250928
18675,18675,Aramex,TRK82628506,delivered,20250928
18676,18676,FedEx,TRK83975293,delivered,20250928
18677,18677,DHL,TRK28600588,delivered,20250928
18678,18678,FedEx,TRK72998398,pending,20250928
18679,18679,Aramex,TRK72273371,delivered,20250928
18680,18680,UPS,TRK40377832,delivered,20250928
18681,18681,USPS,TRK49315211,delivered,20250928
18682,18682,USPS,TRK77690644,delivered,20250928
18683,18683,UPS,TRK85465184,delivered,20250928
18684,18684,USPS,TRK01312399,delivered,20250928
18685,18685,USPS,TRK10271263,delivered,20250928
18686,18686,USPS,TRK97345927,delivered,20250928
18687,18687,Aramex,TRK27608008,delivered,20250928
18688,18688,FedEx,TRK93929815,delivered,20250928
18689,18689,USPS,TRK25582236,delivered,20250928
18690,18690,UPS,TRK73254025,delivered,20250928
18691,18691,FedEx,TRK15523263,shipped,20250928
18692,18692,Aramex,TRK31628919,shipped,20250928
18693,18693,USPS,TRK43675444,delivered,20250928
18694,18694,Aramex,TRK10402092,delivered,20250928
18695,18695,USPS,TRK44496995,delivered,20250928
18696,18696,DHL,TRK08840334,delivered,20250928
18697,18697,Aramex,TRK62968814,delivered,20250928
18698,18698,DHL,TRK34321653,shipped,20250928
18699,18699,Aramex,TRK98178628,delivered,20250928
18700,18700,DHL,TRK93997904,delivered,20250928
18701,18701,UPS,TRK37661757,delivered,20250928
18702,18702,USPS,TRK87622903,delivered,20250928
18703,18703,UPS,TRK07519785,cancelled,20250928
18704,18704,DHL,TRK58036872,delivered,20250928
18705,18705,Aramex,TRK62739552,shipped,20250928
18706,18706,FedEx,TRK32692430,delivered,20250928
18707,18707,FedEx,TRK34272951,delivered,20250928
18708,18708,DHL,TRK15905427,delivered,20250928
18709,18709,Aramex,TRK62284305,delivered,20250928
18710,18710,Aramex,TRK08933691,delivered,20250928
18711,18711,USPS,TRK55945100,shipped,20250928
18712,18712,FedEx,TRK37465912,delivered,20250928
18713,18713,USPS,TRK09881538,delivered,20250928
18714,18714,DHL,TRK78112962,shipped,20250928
18715,18715,FedEx,TRK97216614,delivered,20250928
18716,18716,Aramex,TRK37759226,delivered,20250928
18717,18717,USPS,TRK07065683,delivered,20250928
18718,18718,USPS,TRK29461623,delivered,20250928
18719,18719,FedEx,TRK34097603,delivered,20250928
18720,18720,DHL,TRK91037750,pending,20250928
18721,18721,DHL,TRK21361574,delivered,20250928
18722,18722,UPS,TRK58516613,delivered,20250928
18723,18723,FedEx,TRK29007089,shipped,20250928
18724,18724,Aramex,TRK92099633,delivered,20250928
18725,18725,FedEx,TRK51248744,delivered,20250928
18726,18726,FedEx,TRK57190241,delivered,20250928
18727,18727,FedEx,TRK53621357,shipped,20250928
18728,18728,Aramex,TRK04637253,delivered,20250928
18729,18729,USPS,TRK49556990,delivered,20250928
18730,18730,UPS,TRK82760669,delivered,20250928
18731,18731,FedEx,TRK60406570,delivered,20250928
18732,18732,DHL,TRK40067627,cancelled,20250928
18733,18733,DHL,TRK36622653,delivered,20250928
18734,18734,DHL,TRK61783812,delivered,20250928
18735,18735,UPS,TRK72905667,delivered,20250928
18736,18736,Aramex,TRK15448524,delivered,20250928
18737,18737,DHL,TRK17735625,cancelled,20250928
18738,18738,FedEx,TRK88698307,delivered,20250928
18739,18739,USPS,TRK14356267,delivered,20250928
18740,18740,USPS,TRK51352127,delivered,20250928
18741,18741,Aramex,TRK69946746,delivered,20250928
18742,18742,FedEx,TRK28524524,delivered,20250928
18743,18743,DHL,TRK35530589,delivered,20250928
18744,18744,USPS,TRK71235329,cancelled,20250928
18745,18745,UPS,TRK31363143,delivered,20250928
18746,18746,DHL,TRK05779487,shipped,20250928
18747,18747,UPS,TRK87446054,delivered,20250928
18748,18748,UPS,TRK94815752,cancelled,20250928
18749,18749,Aramex,TRK88826745,cancelled,20250928
18750,18750,FedEx,TRK79635405,pending,20250928
18751,18751,DHL,TRK71314278,shipped,20250928
18752,18752,DHL,TRK44486983,delivered,20250928
18753,18753,USPS,TRK47389222,shipped,20250928
18754,18754,FedEx,TRK80357265,delivered,20250928
18755,18755,USPS,TRK77894086,delivered,20250928
18756,18756,USPS,TRK82068680,shipped,20250928
18757,18757,DHL,TRK03340730,delivered,20250928
18758,18758,DHL,TRK23358682,delivered,20250928
18759,18759,UPS,TRK04489088,shipped,20250928
18760,18760,UPS,TRK80535883,delivered,20250928
18761,18761,FedEx,TRK51867619,delivered,20250928
18762,18762,UPS,TRK44457685,delivered,20250928
18763,18763,USPS,TRK55028108,delivered,20250928
18764,18764,Aramex,TRK18554664,delivered,20250928
18765,18765,DHL,TRK94510546,delivered,20250928
18766,18766,FedEx,TRK67149987,delivered,20250928
18767,18767,USPS,TRK81671552,delivered,20250928
18768,18768,Aramex,TRK63039708,delivered,20250928
18769,18769,FedEx,TRK10257041,delivered,20250928
18770,18770,UPS,TRK12789293,shipped,20250928
18771,18771,DHL,TRK39022395,delivered,20250928
18772,18772,Aramex,TRK10021072,delivered,20250928
18773,18773,UPS,TRK05631005,delivered,20250928
18774,18774,DHL,TRK72258794,shipped,20250928
18775,18775,USPS,TRK72236024,delivered,20250928
18776,18776,DHL,TRK42269022,delivered,20250928
18777,18777,Aramex,TRK57467103,delivered,20250928
18778,18778,FedEx,TRK85205876,delivered,20250928
18779,18779,Aramex,TRK37098707,delivered,20250928
18780,18780,USPS,TRK03446512,delivered,20250928
18781,18781,UPS,TRK08661830,shipped,20250928
18782,18782,Aramex,TRK17786065,delivered,20250928
18783,18783,UPS,TRK63693881,delivered,20250928
18784,18784,UPS,TRK11418707,delivered,20250928
18785,18785,DHL,TRK91950038,delivered,20250928
18786,18786,USPS,TRK19486223,pending,20250928
18787,18787,DHL,TRK78487161,delivered,20250928
18788,18788,FedEx,TRK67458858,delivered,20250928
18789,18789,USPS,TRK72706733,delivered,20250928
18790,18790,Aramex,TRK81228564,shipped,20250928
18791,18791,USPS,TRK51988100,delivered,20250928
18792,18792,DHL,TRK72168117,shipped,20250928
18793,18793,USPS,TRK80701609,delivered,20250928
18794,18794,USPS,TRK86692384,shipped,20250928
18795,18795,UPS,TRK59886660,delivered,20250928
18796,18796,UPS,TRK61236816,delivered,20250928
18797,18797,FedEx,TRK66075683,delivered,20250928
18798,18798,DHL,TRK60975402,delivered,20250928
18799,18799,DHL,TRK18746408,delivered,20250928
18800,18800,USPS,TRK65902632,delivered,20250928
18801,18801,FedEx,TRK59592368,delivered,20250928
18802,18802,Aramex,TRK95612208,shipped,20250928
18803,18803,Aramex,TRK00082138,delivered,20250928
18804,18804,DHL,TRK90160870,cancelled,20250928
18805,18805,USPS,TRK98138131,delivered,20250928
18806,18806,DHL,TRK64068598,delivered,20250928
18807,18807,UPS,TRK21696595,delivered,20250928
18808,18808,FedEx,TRK36188124,shipped,20250928
18809,18809,Aramex,TRK49895660,delivered,20250928
18810,18810,USPS,TRK12002281,delivered,20250928
18811,18811,USPS,TRK29241512,shipped,20250928
18812,18812,Aramex,TRK48549979,delivered,20250928
18813,18813,UPS,TRK29078538,cancelled,20250928
18814,18814,FedEx,TRK00620208,delivered,20250928
18815,18815,DHL,TRK95536272,delivered,20250928
18816,18816,FedEx,TRK20865007,delivered,20250928
18817,18817,USPS,TRK50204626,delivered,20250928
18818,18818,DHL,TRK57390444,cancelled,20250928
18819,18819,UPS,TRK49086593,shipped,20250928
18820,18820,DHL,TRK54454083,delivered,20250928
18821,18821,USPS,TRK70470129,delivered,20250928
18822,18822,UPS,TRK14298562,cancelled,20250928
18823,18823,UPS,TRK52739525,shipped,20250928
18824,18824,UPS,TRK39055696,delivered,20250928
18825,18825,DHL,TRK00765131,pending,20250928
18826,18826,FedEx,TRK76623639,delivered,20250928
18827,18827,USPS,TRK79938417,delivered,20250928
18828,18828,Aramex,TRK47052460,delivered,20250928
18829,18829,Aramex,TRK80404997,delivered,20250928
18830,18830,UPS,TRK33461441,delivered,20250928
18831,18831,Aramex,TRK71738741,delivered,20250928
18832,18832,UPS,TRK17324842,delivered,20250928
18833,18833,FedEx,TRK78682899,delivered,20250928
18834,18834,FedEx,TRK11986504,pending,20250928
18835,18835,UPS,TRK15814618,delivered,20250928
18836,18836,Aramex,TRK84197109,shipped,20250928
18837,18837,UPS,TRK66810847,delivered,20250928
18838,18838,DHL,TRK92894921,delivered,20250928
18839,18839,FedEx,TRK43464149,shipped,20250928
18840,18840,DHL,TRK76265282,shipped,20250928
18841,18841,Aramex,TRK69701249,delivered,20250928
18842,18842,DHL,TRK66403829,delivered,20250928
18843,18843,Aramex,TRK16693224,delivered,20250928
18844,18844,UPS,TRK38505371,cancelled,20250928
18845,18845,Aramex,TRK48962491,delivered,20250928
18846,18846,UPS,TRK60550822,delivered,20250928
18847,18847,Aramex,TRK04322417,delivered,20250928
18848,18848,USPS,TRK39182596,delivered,20250928
18849,18849,Aramex,TRK59138884,delivered,20250928
18850,18850,FedEx,TRK96819654,delivered,20250928
18851,18851,FedEx,TRK70004965,delivered,20250928
18852,18852,UPS,TRK43777761,delivered,20250928
18853,18853,USPS,TRK66510042,shipped,20250928
18854,18854,FedEx,TRK70275820,delivered,20250928
18855,18855,UPS,TRK94430883,delivered,20250928
18856,18856,USPS,TRK25477727,delivered,20250928
18857,18857,DHL,TRK82637226,delivered,20250928
18858,18858,Aramex,TRK67907808,delivered,20250928
18859,18859,FedEx,TRK54476100,shipped,20250928
18860,18860,DHL,TRK56930032,delivered,20250928
18861,18861,USPS,TRK74922428,delivered,20250928
18862,18862,FedEx,TRK88594669,delivered,20250928
18863,18863,USPS,TRK32756729,shipped,20250928
18864,18864,USPS,TRK70594548,delivered,20250928
18865,18865,FedEx,TRK55507689,delivered,20250928
18866,18866,UPS,TRK02093637,pending,20250928
18867,18867,USPS,TRK74151914,shipped,20250928
18868,18868,USPS,TRK19591253,shipped,20250928
18869,18869,USPS,TRK26825108,delivered,20250928
18870,18870,DHL,TRK29240359,delivered,20250928
18871,18871,DHL,TRK24655181,shipped,20250928
18872,18872,FedEx,TRK55599977,delivered,20250928
18873,18873,Aramex,TRK17610074,cancelled,20250928
18874,18874,DHL,TRK69012130,delivered,20250928
18875,18875,USPS,TRK45621525,delivered,20250928
18876,18876,Aramex,TRK04483082,delivered,20250928
18877,18877,DHL,TRK76669800,delivered,20250928
18878,18878,Aramex,TRK92313589,delivered,20250928
18879,18879,FedEx,TRK67677303,delivered,20250928
18880,18880,USPS,TRK58401425,delivered,20250928
18881,18881,UPS,TRK72712558,delivered,20250928
18882,18882,UPS,TRK48446860,shipped,20250928
18883,18883,FedEx,TRK57478309,delivered,20250928
18884,18884,USPS,TRK16803275,delivered,20250928
18885,18885,USPS,TRK70605809,delivered,20250928
18886,18886,DHL,TRK47504920,delivered,20250928
18887,18887,DHL,TRK70822056,delivered,20250928
18888,18888,USPS,TRK99898503,delivered,20250928
18889,18889,Aramex,TRK90916499,shipped,20250928
18890,18890,USPS,TRK53848313,delivered,20250928
18891,18891,FedEx,TRK38412115,delivered,20250928
18892,18892,DHL,TRK37000688,delivered,20250928
18893,18893,DHL,TRK43345282,delivered,20250928
18894,18894,Aramex,TRK78485754,shipped,20250928
18895,18895,DHL,TRK86849711,delivered,20250928
18896,18896,USPS,TRK31367528,delivered,20250928
18897,18897,DHL,TRK22277855,delivered,20250928
18898,18898,FedEx,TRK62295886,delivered,20250928
18899,18899,USPS,TRK63145762,delivered,20250928
18900,18900,DHL,TRK48996091,delivered,20250928
18901,18901,Aramex,TRK80681281,delivered,20250928
18902,18902,Aramex,TRK60010408,delivered,20250928
18903,18903,FedEx,TRK56669411,delivered,20250928
18904,18904,Aramex,TRK50355086,shipped,20250928
18905,18905,Aramex,TRK68374640,shipped,20250928
18906,18906,UPS,TRK66327908,delivered,20250928
18907,18907,UPS,TRK04467748,shipped,20250928
18908,18908,FedEx,TRK69455615,delivered,20250928
18909,18909,FedEx,TRK82321971,delivered,20250928
18910,18910,USPS,TRK84131565,delivered,20250928
18911,18911,USPS,TRK10716152,shipped,20250928
18912,18912,DHL,TRK99586667,delivered,20250928
18913,18913,FedEx,TRK01785224,delivered,20250928
18914,18914,Aramex,TRK97672804,delivered,20250928
18915,18915,USPS,TRK32277994,delivered,20250928
18916,18916,USPS,TRK69491718,shipped,20250928
18917,18917,Aramex,TRK75037892,cancelled,20250928
18918,18918,FedEx,TRK87850525,delivered,20250928
18919,18919,Aramex,TRK48857025,delivered,20250928
18920,18920,DHL,TRK56825660,shipped,20250928
18921,18921,DHL,TRK26119821,shipped,20250928
18922,18922,USPS,TRK50184321,delivered,20250928
18923,18923,DHL,TRK36441506,delivered,20250928
18924,18924,UPS,TRK20089111,delivered,20250928
18925,18925,Aramex,TRK96503752,delivered,20250928
18926,18926,UPS,TRK46046610,delivered,20250928
18927,18927,USPS,TRK01402869,delivered,20250928
18928,18928,UPS,TRK92030921,delivered,20250928
18929,18929,UPS,TRK74090545,shipped,20250928
18930,18930,FedEx,TRK73240110,delivered,20250928
18931,18931,USPS,TRK22367413,delivered,20250928
18932,18932,UPS,TRK53068801,delivered,20250928
18933,18933,DHL,TRK49985519,delivered,20250928
18934,18934,DHL,TRK78886285,cancelled,20250928
18935,18935,Aramex,TRK77524907,delivered,20250928
18936,18936,USPS,TRK63441583,delivered,20250928
18937,18937,Aramex,TRK10218024,delivered,20250928
18938,18938,FedEx,TRK50819096,shipped,20250928
18939,18939,DHL,TRK09858021,shipped,20250928
18940,18940,USPS,TRK72243331,shipped,20250928
18941,18941,DHL,TRK78868588,delivered,20250928
18942,18942,USPS,TRK47276237,delivered,20250928
18943,18943,UPS,TRK47269603,delivered,20250928
18944,18944,FedEx,TRK47271056,delivered,20250928
18945,18945,FedEx,TRK23959360,delivered,20250928
18946,18946,FedEx,TRK48604272,delivered,20250928
18947,18947,FedEx,TRK24184762,delivered,20250928
18948,18948,FedEx,TRK78601122,cancelled,20250928
18949,18949,DHL,TRK21359214,delivered,20250928
18950,18950,FedEx,TRK35929428,delivered,20250928
18951,18951,UPS,TRK69591106,delivered,20250928
18952,18952,DHL,TRK99216892,delivered,20250928
18953,18953,UPS,TRK34076441,delivered,20250928
18954,18954,Aramex,TRK10912661,delivered,20250928
18955,18955,Aramex,TRK62384268,delivered,20250928
18956,18956,UPS,TRK95886155,delivered,20250928
18957,18957,USPS,TRK32529990,shipped,20250928
18958,18958,FedEx,TRK52376956,delivered,20250928
18959,18959,UPS,TRK70102825,delivered,20250928
18960,18960,FedEx,TRK96365976,delivered,20250928
18961,18961,Aramex,TRK90095023,delivered,20250928
18962,18962,USPS,TRK64245691,delivered,20250928
18963,18963,FedEx,TRK23943298,delivered,20250928
18964,18964,UPS,TRK95663897,delivered,20250928
18965,18965,USPS,TRK25449577,delivered,20250928
18966,18966,DHL,TRK42084369,delivered,20250928
18967,18967,USPS,TRK15200054,delivered,20250928
18968,18968,DHL,TRK19085364,delivered,20250928
18969,18969,Aramex,TRK46801328,delivered,20250928
18970,18970,UPS,TRK85578404,delivered,20250928
18971,18971,DHL,TRK86142973,delivered,20250928
18972,18972,UPS,TRK27759246,pending,20250928
18973,18973,DHL,TRK31858475,delivered,20250928
18974,18974,FedEx,TRK40807551,delivered,20250928
18975,18975,DHL,TRK07411883,delivered,20250928
18976,18976,FedEx,TRK60761693,delivered,20250928
18977,18977,USPS,TRK79141962,pending,20250928
18978,18978,USPS,TRK29593371,delivered,20250928
18979,18979,UPS,TRK73760156,pending,20250928
18980,18980,USPS,TRK65183049,shipped,20250928
18981,18981,FedEx,TRK51557937,delivered,20250928
18982,18982,FedEx,TRK48285040,pending,20250928
18983,18983,UPS,TRK22618895,delivered,20250928
18984,18984,USPS,TRK25829222,shipped,20250928
18985,18985,Aramex,TRK30827688,delivered,20250928
18986,18986,DHL,TRK04160159,delivered,20250928
18987,18987,UPS,TRK00867041,delivered,20250928
18988,18988,FedEx,TRK92420737,delivered,20250928
18989,18989,Aramex,TRK27230545,delivered,20250928
18990,18990,USPS,TRK93069069,shipped,20250928
18991,18991,Aramex,TRK23072826,delivered,20250928
18992,18992,DHL,TRK52513048,delivered,20250928
18993,18993,FedEx,TRK70233678,pending,20250928
18994,18994,FedEx,TRK42963867,shipped,20250928
18995,18995,DHL,TRK56776590,shipped,20250928
18996,18996,Aramex,TRK81620655,delivered,20250928
18997,18997,UPS,TRK84017220,delivered,20250928
18998,18998,USPS,TRK53159460,delivered,20250928
18999,18999,Aramex,TRK05999870,delivered,20250928
19000,19000,USPS,TRK19365324,delivered,20250928
19001,19001,USPS,TRK07021553,cancelled,20250928
19002,19002,USPS,TRK30687957,delivered,20250928
19003,19003,UPS,TRK32256124,cancelled,20250928
19004,19004,DHL,TRK92172243,delivered,20250928
19005,19005,Aramex,TRK69450813,delivered,20250928
19006,19006,UPS,TRK68683547,delivered,20250928
19007,19007,USPS,TRK00237239,shipped,20250928
19008,19008,Aramex,TRK86233620,shipped,20250928
19009,19009,DHL,TRK21552033,shipped,20250928
19010,19010,FedEx,TRK12470039,delivered,20250928
19011,19011,UPS,TRK91845187,delivered,20250928
19012,19012,Aramex,TRK72437295,shipped,20250928
19013,19013,FedEx,TRK15740030,delivered,20250928
19014,19014,Aramex,TRK66373084,shipped,20250928
19015,19015,Aramex,TRK91985413,delivered,20250928
19016,19016,Aramex,TRK13451980,delivered,20250928
19017,19017,UPS,TRK31718846,delivered,20250928
19018,19018,FedEx,TRK54543765,delivered,20250928
19019,19019,DHL,TRK69210056,delivered,20250928
19020,19020,USPS,TRK46842764,delivered,20250928
19021,19021,UPS,TRK61035409,delivered,20250928
19022,19022,UPS,TRK61997346,delivered,20250928
19023,19023,USPS,TRK89743442,delivered,20250928
19024,19024,DHL,TRK44560481,delivered,20250928
19025,19025,DHL,TRK58292485,delivered,20250928
19026,19026,DHL,TRK01014039,delivered,20250928
19027,19027,USPS,TRK19446458,delivered,20250928
19028,19028,FedEx,TRK69016388,delivered,20250928
19029,19029,USPS,TRK36897859,delivered,20250928
19030,19030,DHL,TRK53182559,delivered,20250928
19031,19031,FedEx,TRK78953025,delivered,20250928
19032,19032,Aramex,TRK37723381,delivered,20250928
19033,19033,DHL,TRK67119847,delivered,20250928
19034,19034,FedEx,TRK96482867,delivered,20250928
19035,19035,Aramex,TRK58617764,delivered,20250928
19036,19036,Aramex,TRK41158773,delivered,20250928
19037,19037,DHL,TRK13578885,shipped,20250928
19038,19038,USPS,TRK55922066,shipped,20250928
19039,19039,UPS,TRK87081962,delivered,20250928
19040,19040,DHL,TRK81879825,shipped,20250928
19041,19041,USPS,TRK88190783,delivered,20250928
19042,19042,USPS,TRK49424134,shipped,20250928
19043,19043,FedEx,TRK73176536,shipped,20250928
19044,19044,FedEx,TRK48860460,shipped,20250928
19045,19045,Aramex,TRK98711425,cancelled,20250928
19046,19046,UPS,TRK29134669,shipped,20250928
19047,19047,UPS,TRK36002504,delivered,20250928
19048,19048,UPS,TRK47719745,delivered,20250928
19049,19049,Aramex,TRK86018757,cancelled,20250928
19050,19050,Aramex,TRK07428368,shipped,20250928
19051,19051,UPS,TRK54947440,delivered,20250928
19052,19052,USPS,TRK64622242,delivered,20250928
19053,19053,Aramex,TRK27937930,shipped,20250928
19054,19054,UPS,TRK05334642,delivered,20250928
19055,19055,DHL,TRK41901376,delivered,20250928
19056,19056,FedEx,TRK52281000,pending,20250928
19057,19057,UPS,TRK94130576,delivered,20250928
19058,19058,DHL,TRK42289456,shipped,20250928
19059,19059,UPS,TRK26618474,delivered,20250928
19060,19060,USPS,TRK14257645,shipped,20250928
19061,19061,DHL,TRK58982042,shipped,20250928
19062,19062,FedEx,TRK69652075,cancelled,20250928
19063,19063,DHL,TRK08343755,delivered,20250928
19064,19064,UPS,TRK03928746,delivered,20250928
19065,19065,UPS,TRK77661742,delivered,20250928
19066,19066,DHL,TRK69623547,delivered,20250928
19067,19067,UPS,TRK67957837,delivered,20250928
19068,19068,FedEx,TRK27595568,delivered,20250928
19069,19069,USPS,TRK06251283,delivered,20250928
19070,19070,FedEx,TRK18186690,delivered,20250928
19071,19071,FedEx,TRK11658197,delivered,20250928
19072,19072,Aramex,TRK20182840,shipped,20250928
19073,19073,USPS,TRK85636598,delivered,20250928
19074,19074,DHL,TRK85756159,cancelled,20250928
19075,19075,Aramex,TRK45144398,delivered,20250928
19076,19076,USPS,TRK18816215,delivered,20250928
19077,19077,FedEx,TRK33806492,delivered,20250928
19078,19078,FedEx,TRK81794064,delivered,20250928
19079,19079,USPS,TRK63618530,delivered,20250928
19080,19080,Aramex,TRK16874245,delivered,20250928
19081,19081,USPS,TRK76729562,delivered,20250928
19082,19082,UPS,TRK74033393,delivered,20250928
19083,19083,UPS,TRK14766310,shipped,20250928
19084,19084,USPS,TRK01654118,pending,20250928
19085,19085,USPS,TRK59716226,delivered,20250928
19086,19086,USPS,TRK79631849,delivered,20250928
19087,19087,FedEx,TRK27687679,delivered,20250928
19088,19088,UPS,TRK78360730,delivered,20250928
19089,19089,Aramex,TRK80181074,delivered,20250928
19090,19090,UPS,TRK46057060,delivered,20250928
19091,19091,UPS,TRK44842103,delivered,20250928
19092,19092,USPS,TRK70381858,cancelled,20250928
19093,19093,Aramex,TRK06825537,shipped,20250928
19094,19094,USPS,TRK51848898,shipped,20250928
19095,19095,Aramex,TRK57809586,delivered,20250928
19096,19096,Aramex,TRK98848845,delivered,20250928
19097,19097,USPS,TRK87119967,delivered,20250928
19098,19098,UPS,TRK08508840,delivered,20250928
19099,19099,DHL,TRK87136628,delivered,20250928
19100,19100,FedEx,TRK60456714,delivered,20250928
19101,19101,DHL,TRK34134651,shipped,20250928
19102,19102,Aramex,TRK82696724,pending,20250928
