product_sk,product_id,product_name,description,category_id,category_name,brand,price,price_start_date_key,price_end_date_key,price_is_active,stock_quantity,product_date_key,entry_date_key
2274,2274,IKEA Activity,Only or write around scientist police.,6,Furniture,IKEA,1085.8199462890625,2025-09-24,,1,235,20240105,20250924
2275,2275,Panasonic His Max,Age energy citizen customer wall serious.,7,Home Appliances,Panasonic,1259.0799560546875,2025-09-24,,1,255,20241130,20250924
2276,2276,Hasbro Manage,Happen tax off station wide among perhaps mouth amount tell.,8,Toys,Hasbro,122.29000091552734,2025-09-24,,1,74,20240909,20250924
2277,2277,PepsiCo Happy,Various product election event picture weight analysis experience news.,9,Groceries,PepsiCo,80.33000183105469,2025-09-24,,1,359,20241228,20250924
2278,2278,Johnson & Johnson Father,Understand different bed newspaper piece building nature.,10,Health,Johnson & Johnson,94.73999786376953,2025-09-24,,1,352,20240714,20250924
2279,2279,Bosch Happen Lite,Go deep though suddenly seven huge image term others rate change.,11,Automotive,Bosch,508.54998779296875,2025-09-24,,1,110,20241003,20250924
2280,2280,Staedtler Practice Lite,Appear record here doctor speech bill information cause my.,12,Stationery,Staedtler,5.650000095367432,2025-09-24,,1,414,20231009,20250924
2281,2281,Sony Line Plus,Fast tell child instead.,1,Electronics,Sony,2135.3701171875,2025-09-24,,1,478,20250831,20250924
2282,2282,Adidas Into,Capital government yes hand.,2,Fashion,Adidas,30.5,2025-09-24,,1,443,20240625,20250924
2283,2283,HarperCollins Agreement,Hear current above kid quickly.,3,Books,HarperCollins,45.0099983215332,2025-09-24,,1,153,20250121,20250924
2284,2284,Nivea Believe,Market behind institution get key artist can eight avoid.,4,Beauty,Nivea,110.94000244140625,2025-09-24,,1,172,20240324,20250924
2285,2285,Asics Performance,Film note argue heart enough seat degree quite.,5,Sports,Asics,495.25,2025-09-24,,1,387,20240521,20250924
2286,2286,Wayfair Run,On floor least of save serve usually PM mother.,6,Furniture,Wayfair,1065.1300048828125,2025-09-24,,1,144,20240818,20250924
2287,2287,Panasonic Six,Summer identify Democrat form those network crime.,7,Home Appliances,Panasonic,308.739990234375,2025-09-24,,1,438,20240523,20250924
2288,2288,Hasbro Sell,Manager physical nice how western hear light sign wife year.,8,Toys,Hasbro,30.530000686645508,2025-09-24,,1,385,20250308,20250924
2289,2289,PepsiCo Mean,Soon become enter talk south beyond control agent growth.,9,Groceries,PepsiCo,6.360000133514404,2025-09-24,,1,478,20240929,20250924
2290,2290,GSK Effort,Couple stage real page look skill.,10,Health,GSK,197.42999267578125,2025-09-24,,1,295,20231228,20250924
2291,2291,Bosch Develop,Your if else control night card drive clearly house sound.,11,Automotive,Bosch,391.1300048828125,2025-09-24,,1,459,20240907,20250924
2292,2292,Moleskine However Plus,Teacher present election keep truth perform remember difference movement full cell.,12,Stationery,Moleskine,59.09000015258789,2025-09-24,,1,4,20231231,20250924
2293,2293,Sony Edge,Against behind read a interest country.,1,Electronics,Sony,1481.6400146484375,2025-09-24,,1,347,20250429,20250924
2294,2294,Adidas Success,Might fall defense father process painting.,2,Fashion,Adidas,393.25,2025-09-24,,1,347,20241027,20250924
2295,2295,HarperCollins Church,Across pull former fly base successful real camera home trip.,3,Books,HarperCollins,10.279999732971191,2025-09-24,,1,498,20240824,20250924
2296,2296,Estée Lauder Game Pro,Nothing participant attorney necessary determine ahead respond hotel expect.,4,Beauty,Estée Lauder,26.1200008392334,2025-09-24,,1,263,20240324,20250924
2297,2297,Reebok Different,Contain serve year right character campaign.,5,Sports,Reebok,485.1700134277344,2025-09-24,,1,321,20240830,20250924
2298,2298,Ashley Manage,Despite voice increase rise record almost huge up role.,6,Furniture,Ashley,87.30999755859375,2025-09-24,,1,123,20231007,20250924
2299,2299,KitchenAid Wish,About next appear her alone pass college me fight.,7,Home Appliances,KitchenAid,1038.219970703125,2025-09-24,,1,488,20250117,20250924
2300,2300,LEGO Field,Road also list remain road.,8,Toys,LEGO,78.19999694824219,2025-09-24,,1,354,20231227,20250924
2301,2301,PepsiCo Water,Establish push than list serve media into inside he.,9,Groceries,PepsiCo,78.0,2025-09-24,,1,442,20250904,20250924
2302,2302,GSK Able,Store add always religious course meet word plant soldier.,10,Health,GSK,190.8000030517578,2025-09-24,,1,227,20240725,20250924
2303,2303,Continental Use Pro,Watch rock executive language fire magazine only.,11,Automotive,Continental,75.27999877929688,2025-09-24,,1,250,20231206,20250924
2304,2304,Faber-Castell Necessary,Wonder recognize number machine off must.,12,Stationery,Faber-Castell,41.27000045776367,2025-09-24,,1,11,20240418,20250924
2305,2305,Xiaomi Thousand,Smile election trial media alone science thousand sport add example.,1,Electronics,Xiaomi,1474.31005859375,2025-09-24,,1,140,20250314,20250924
2306,2306,Puma Such,Central indicate their fast camera seat.,2,Fashion,Puma,319.7900085449219,2025-09-24,,1,92,20241217,20250924
2307,2307,Macmillan Even,Big beyond responsibility one various move prepare produce.,3,Books,Macmillan,40.45000076293945,2025-09-24,,1,222,20250822,20250924
2308,2308,Maybelline Body,Pattern none fund edge about available rate join.,4,Beauty,Maybelline,22.59000015258789,2025-09-24,,1,32,20250311,20250924
2309,2309,Under Armour Wide,Case cover option most trip voice.,5,Sports,Under Armour,353.3599853515625,2025-09-24,,1,201,20240506,20250924
2310,2310,Ashley Consider,Game resource second receive ask message.,6,Furniture,Ashley,1571.280029296875,2025-09-24,,1,271,20241009,20250924
2311,2311,KitchenAid Never Pro,Training can late poor power around.,7,Home Appliances,KitchenAid,1135.18994140625,2025-09-24,,1,106,20250207,20250924
2312,2312,Hasbro Office,Attack mission his baby rule recently eight.,8,Toys,Hasbro,40.22999954223633,2025-09-24,,1,306,20250126,20250924
2313,2313,PepsiCo Hope Lite,Fill section offer movie thank even agency quickly.,9,Groceries,PepsiCo,80.25,2025-09-24,,1,62,20241020,20250924
2314,2314,Johnson & Johnson Later Plus,Perhaps note someone cover question drop about per truth.,10,Health,Johnson & Johnson,196.8300018310547,2025-09-24,,1,44,20240113,20250924
2315,2315,Bridgestone Defense Pro,Sound anything myself off cell base husband account.,11,Automotive,Bridgestone,76.83999633789062,2025-09-24,,1,63,20240806,20250924
2316,2316,Faber-Castell Future Plus,Too run range image everyone material unit water.,12,Stationery,Faber-Castell,34.41999816894531,2025-09-24,,1,483,20240523,20250924
2317,2317,OnePlus Generation Max,Thousand goal yard common like ever according hit.,1,Electronics,OnePlus,210.8000030517578,2025-09-24,,1,484,20240827,20250924
2318,2318,Uniqlo Green,Skin increase most car raise group increase good foot child.,2,Fashion,Uniqlo,124.41999816894531,2025-09-24,,1,273,20250808,20250924
2319,2319,Macmillan Establish Lite,Employee show open line fast century summer.,3,Books,Macmillan,43.22999954223633,2025-09-24,,1,267,20240219,20250924
2320,2320,Maybelline Defense,Image move international mention do five like among as after.,4,Beauty,Maybelline,103.58999633789062,2025-09-24,,1,352,20240324,20250924
2321,2321,Puma Issue,Animal performance special environmental trouble mention.,5,Sports,Puma,31.920000076293945,2025-09-24,,1,18,20240731,20250924
2322,2322,IKEA Ask Plus,And really rule music save development.,6,Furniture,IKEA,1915.699951171875,2025-09-24,,1,308,20241231,20250924
2323,2323,Bosch Standard,Section defense property activity show point statement.,7,Home Appliances,Bosch,430.54998779296875,2025-09-24,,1,373,20240919,20250924
2324,2324,Hasbro Pick,Test try time there career evening wrong new body.,8,Toys,Hasbro,112.22000122070312,2025-09-24,,1,133,20240623,20250924
2325,2325,Kellogg's Improve,Establish actually fish amount daughter send help reality federal meeting worker.,9,Groceries,Kellogg's,17.170000076293945,2025-09-24,,1,233,20241204,20250924
2326,2326,Johnson & Johnson Fund,Policy well of quality thousand once physical nature cell.,10,Health,Johnson & Johnson,203.92999267578125,2025-09-24,,1,481,20240816,20250924
2327,2327,Bridgestone Ability Plus,Response economy chair the task soon.,11,Automotive,Bridgestone,65.73999786376953,2025-09-24,,1,375,20231124,20250924
2328,2328,Staedtler Health,Over several forward exactly success adult course fine American benefit.,12,Stationery,Staedtler,56.04999923706055,2025-09-24,,1,98,20250415,20250924
2329,2329,OnePlus Less,Likely mouth least participant western box final message international.,1,Electronics,OnePlus,1677.56005859375,2025-09-24,,1,420,20240410,20250924
2330,2330,Uniqlo When,Return cut may senior can paper skill mind how method.,2,Fashion,Uniqlo,173.67999267578125,2025-09-24,,1,78,20250913,20250924
2331,2331,O'Reilly Factor,Number city position detail wife.,3,Books,O'Reilly,28.850000381469727,2025-09-24,,1,13,20240814,20250924
2332,2332,Nivea Allow Pro,Reveal heavy performance evidence learn stuff fall might.,4,Beauty,Nivea,107.69999694824219,2025-09-24,,1,350,20231201,20250924
2333,2333,Asics Time Pro,Court able idea successful degree whom trip beat begin.,5,Sports,Asics,187.77999877929688,2025-09-24,,1,170,20250607,20250924
2334,2334,Wayfair Next Plus,Light may far chair high.,6,Furniture,Wayfair,561.8200073242188,2025-09-24,,1,50,20240623,20250924
2335,2335,KitchenAid Term,None increase nature structure value until dog least.,7,Home Appliances,KitchenAid,348.8900146484375,2025-09-24,,1,487,20240106,20250924
2336,2336,LEGO Discussion,Budget person watch agree charge commercial likely still argue.,8,Toys,LEGO,29.079999923706055,2025-09-24,,1,269,20250319,20250924
2337,2337,PepsiCo Tax,First evening son my point argue thousand exactly letter.,9,Groceries,PepsiCo,59.290000915527344,2025-09-24,,1,413,20240827,20250924
2338,2338,Pfizer Partner Max,Reflect audience social inside finish dark modern writer.,10,Health,Pfizer,211.0399932861328,2025-09-24,,1,443,20250729,20250924
2339,2339,Continental Treatment,Must rate successful see leg at on fly owner newspaper.,11,Automotive,Continental,489.8999938964844,2025-09-24,,1,459,20240507,20250924
2340,2340,Moleskine Hope Lite,Would several phone cold step decision enjoy memory in modern.,12,Stationery,Moleskine,15.270000457763672,2025-09-24,,1,412,20250715,20250924
2341,2341,OnePlus Clearly,Rate human character order.,1,Electronics,OnePlus,1992.989990234375,2025-09-24,,1,282,20250226,20250924
2342,2342,Uniqlo Boy,Boy place property agreement sure scene.,2,Fashion,Uniqlo,167.02999877929688,2025-09-24,,1,303,20241114,20250924
2343,2343,HarperCollins Unit Plus,Between up positive music poor suggest six better short spring.,3,Books,HarperCollins,41.16999816894531,2025-09-24,,1,73,20231006,20250924
2344,2344,Estée Lauder Range,According I resource sure other their another only detail.,4,Beauty,Estée Lauder,55.66999816894531,2025-09-24,,1,470,20250513,20250924
2345,2345,Reebok Choice,Never hold parent discuss ever relationship production support product parent.,5,Sports,Reebok,132.05999755859375,2025-09-24,,1,311,20240902,20250924
2346,2346,Wayfair Will,Drug first inside foreign memory.,6,Furniture,Wayfair,382.54998779296875,2025-09-24,,1,181,20240802,20250924
2347,2347,KitchenAid Training,Situation ten you course great land song kind science she.,7,Home Appliances,KitchenAid,428.2200012207031,2025-09-24,,1,219,20250629,20250924
2348,2348,Hasbro Support,Beyond forget place race should key.,8,Toys,Hasbro,176.8699951171875,2025-09-24,,1,416,20250818,20250924
2349,2349,Nestle Alone,Camera behavior long page theory development event state.,9,Groceries,Nestle,85.93000030517578,2025-09-24,,1,485,20240407,20250924
2350,2350,Pfizer Another,Happen meeting decide will find final low.,10,Health,Pfizer,95.87999725341797,2025-09-24,,1,46,20231025,20250924
2351,2351,Bridgestone Reach Plus,Sell view within soldier surface.,11,Automotive,Bridgestone,756.4400024414062,2025-09-24,,1,84,20240217,20250924
2352,2352,Faber-Castell Institution Max,Wrong box physical hour various move avoid also police there.,12,Stationery,Faber-Castell,44.779998779296875,2025-09-24,,1,252,20240830,20250924
2353,2353,Apple Prepare,Mrs them central police few sing environment international factor.,1,Electronics,Apple,1117.56005859375,2025-09-24,,1,260,20240801,20250924
2354,2354,Puma Material Lite,Special agent seven discussion sign rise interview fear against it.,2,Fashion,Puma,210.85000610351562,2025-09-24,,1,346,20250913,20250924
2355,2355,Penguin Center,Floor despite material product than great war hand relationship civil travel.,3,Books,Penguin,38.900001525878906,2025-09-24,,1,466,20250216,20250924
2356,2356,L'Oreal Choice,Do meeting which similar decade also north become next.,4,Beauty,L'Oreal,141.41000366210938,2025-09-24,,1,383,20250831,20250924
2357,2357,Reebok Season Pro,Politics you dinner company bed take say.,5,Sports,Reebok,307.6099853515625,2025-09-24,,1,493,20231108,20250924
2358,2358,IKEA Oil,Phone effect easy item home water travel feel.,6,Furniture,IKEA,1766.219970703125,2025-09-24,,1,268,20250525,20250924
2359,2359,Bosch If Max,Remember home road generation place ground exist bank phone.,7,Home Appliances,Bosch,1262.3299560546875,2025-09-24,,1,263,20240410,20250924
2360,2360,Mattel Sit,Boy as able actually claim close message behind north author street.,8,Toys,Mattel,87.43000030517578,2025-09-24,,1,194,20240425,20250924
2361,2361,Nestle Vote,Direction shake study property hit.,9,Groceries,Nestle,12.210000038146973,2025-09-24,,1,467,20250806,20250924
2362,2362,GSK Article Pro,Effort none really specific explain save campaign special teacher movie.,10,Health,GSK,89.1500015258789,2025-09-24,,1,247,20240427,20250924
2363,2363,Continental Red Pro,Wife side agreement charge which play wide.,11,Automotive,Continental,593.0399780273438,2025-09-24,,1,291,20250419,20250924
2364,2364,Staedtler All Max,Rise one religious cost newspaper country help least outside help.,12,Stationery,Staedtler,74.4000015258789,2025-09-24,,1,491,20240803,20250924
2365,2365,OnePlus Job,Weight ability young second trip everyone specific TV care.,1,Electronics,OnePlus,2244.199951171875,2025-09-24,,1,478,20250706,20250924
2366,2366,H&M This,Card recognize detail party name authority.,2,Fashion,H&M,340.8599853515625,2025-09-24,,1,29,20240225,20250924
2367,2367,O'Reilly Share Lite,Will network through major pay administration listen laugh authority.,3,Books,O'Reilly,23.06999969482422,2025-09-24,,1,181,20240110,20250924
2368,2368,L'Oreal Prove Plus,Everybody idea ever agree clearly early teach.,4,Beauty,L'Oreal,82.20999908447266,2025-09-24,,1,4,20231103,20250924
2369,2369,Puma Lot,Surface traditional its film than heavy apply.,5,Sports,Puma,106.80000305175781,2025-09-24,,1,270,20241115,20250924
2370,2370,Ashley Identify,Majority campaign design nothing site ground toward.,6,Furniture,Ashley,833.219970703125,2025-09-24,,1,467,20240708,20250924
2371,2371,KitchenAid Wall Max,Plant green serious police magazine just surface enjoy begin part ago.,7,Home Appliances,KitchenAid,354.6199951171875,2025-09-24,,1,202,20250905,20250924
2372,2372,Mattel Toward Lite,Follow win sea free as reveal decade view why single.,8,Toys,Mattel,178.97999572753906,2025-09-24,,1,274,20250903,20250924
2373,2373,Kellogg's Result Lite,Themselves human cell mouth movie of feel.,9,Groceries,Kellogg's,65.97000122070312,2025-09-24,,1,224,20250424,20250924
2374,2374,Johnson & Johnson Effect Lite,At understand every rule receive health lot.,10,Health,Johnson & Johnson,4.730000019073486,2025-09-24,,1,452,20241209,20250924
2375,2375,Bridgestone Themselves Plus,Chance behavior end sit leader military.,11,Automotive,Bridgestone,235.07000732421875,2025-09-24,,1,68,20241216,20250924
2376,2376,Staedtler Than,Degree care read face on experience kid practice.,12,Stationery,Staedtler,27.170000076293945,2025-09-24,,1,16,20240811,20250924
2377,2377,Samsung Beyond,Create recognize source maybe art rich movie whole beat deal.,1,Electronics,Samsung,2376.10009765625,2025-09-24,,1,491,20231120,20250924
2378,2378,Puma Garden,Voice economic item movement color.,2,Fashion,Puma,56.33000183105469,2025-09-24,,1,250,20231205,20250924
2379,2379,Macmillan You,Magazine nature nature best.,3,Books,Macmillan,44.290000915527344,2025-09-24,,1,166,20250105,20250924
2380,2380,Estée Lauder Remain,Piece floor feeling former law apply politics prepare.,4,Beauty,Estée Lauder,184.94000244140625,2025-09-24,,1,431,20230917,20250924
2381,2381,Asics Character Pro,State prevent each speak authority walk conference sea activity.,5,Sports,Asics,398.42999267578125,2025-09-24,,1,64,20231011,20250924
2382,2382,IKEA Argue,Crime continue maybe them with reality.,6,Furniture,IKEA,47.02000045776367,2025-09-24,,1,350,20240602,20250924
2383,2383,Bosch Where Max,Push trip catch explain.,7,Home Appliances,Bosch,655.9000244140625,2025-09-24,,1,305,20231129,20250924
2384,2384,Hasbro Big Lite,Small agree important already fire eight school.,8,Toys,Hasbro,61.45000076293945,2025-09-24,,1,248,20241128,20250924
2385,2385,Nestle Change,Believe teacher interesting economic.,9,Groceries,Nestle,25.530000686645508,2025-09-24,,1,78,20250706,20250924
2386,2386,GSK Sister,Cell career carry also yard discussion with candidate professor another.,10,Health,GSK,77.08999633789062,2025-09-24,,1,392,20240705,20250924
2387,2387,Bosch Challenge,Believe professional pass another away.,11,Automotive,Bosch,795.4600219726562,2025-09-24,,1,126,20250426,20250924
2388,2388,Faber-Castell Despite,Move decide office court politics hair military.,12,Stationery,Faber-Castell,16.670000076293945,2025-09-24,,1,361,20231215,20250924
2389,2389,Apple Style,Citizen run effect strategy in exist.,1,Electronics,Apple,1305.5999755859375,2025-09-24,,1,92,20231223,20250924
2390,2390,Adidas Direction,Control hundred significant fear kind soldier community.,2,Fashion,Adidas,240.57000732421875,2025-09-24,,1,324,20241212,20250924
2391,2391,HarperCollins Music Plus,Investment environment seat role on ground join law prove.,3,Books,HarperCollins,27.06999969482422,2025-09-24,,1,140,20250113,20250924
2392,2392,Nivea West,Everybody of PM guess perform store green.,4,Beauty,Nivea,86.9800033569336,2025-09-24,,1,315,20250625,20250924
2393,2393,Under Armour Staff Pro,Free concern himself where he.,5,Sports,Under Armour,196.3699951171875,2025-09-24,,1,268,20240531,20250924
2394,2394,Wayfair Order,Environment shake hope citizen skin.,6,Furniture,Wayfair,1960.6500244140625,2025-09-24,,1,113,20250724,20250924
2395,2395,Panasonic Purpose,Art trouble indicate black list yeah despite identify ok he.,7,Home Appliances,Panasonic,110.80000305175781,2025-09-24,,1,218,20240427,20250924
2396,2396,Hasbro Unit Pro,Since we under hour rest project full night recognize.,8,Toys,Hasbro,57.5,2025-09-24,,1,143,20250312,20250924
2397,2397,Kellogg's With,Camera plant she necessary fund economic face theory.,9,Groceries,Kellogg's,25.450000762939453,2025-09-24,,1,458,20250318,20250924
2398,2398,Johnson & Johnson Someone Pro,Management or fear full bank political tell recently.,10,Health,Johnson & Johnson,18.479999542236328,2025-09-24,,1,381,20240805,20250924
2399,2399,Continental Debate Lite,Natural different even vote expert nature matter investment protect ago size.,11,Automotive,Continental,231.3300018310547,2025-09-24,,1,310,20240717,20250924
2400,2400,Moleskine Side,Chair not opportunity door part threat national price indeed great.,12,Stationery,Moleskine,20.93000030517578,2025-09-24,,1,251,20240308,20250924
2401,2401,Sony Report,Bar hour sit pretty reason because each market decade.,1,Electronics,Sony,367.6700134277344,2025-09-24,,1,342,20231226,20250924
2402,2402,Nike Hundred,Likely coach store about believe.,2,Fashion,Nike,310.4800109863281,2025-09-24,,1,66,20241105,20250924
2403,2403,O'Reilly Positive,Sport where tough affect to hit every debate capital.,3,Books,O'Reilly,49.54999923706055,2025-09-24,,1,380,20231220,20250924
2404,2404,Maybelline Feeling Max,Six option fear significant however follow everyone century.,4,Beauty,Maybelline,44.380001068115234,2025-09-24,,1,196,20241208,20250924
2405,2405,Puma Theory,Home reflect general if true course.,5,Sports,Puma,73.94000244140625,2025-09-24,,1,380,20231209,20250924
2406,2406,Ashley Magazine Plus,Security one southern piece feel Democrat.,6,Furniture,Ashley,402.0,2025-09-24,,1,228,20250614,20250924
2407,2407,Philips Page Max,Measure professor year body politics reflect himself.,7,Home Appliances,Philips,466.19000244140625,2025-09-24,,1,242,20240429,20250924
2408,2408,LEGO Our,Because improve writer agent radio nearly despite determine book.,8,Toys,LEGO,34.970001220703125,2025-09-24,,1,65,20231206,20250924
2409,2409,Nestle Improve,College size number box simply.,9,Groceries,Nestle,71.44999694824219,2025-09-24,,1,456,20240325,20250924
2410,2410,GSK Out,Evening one seven ball difficult evening evening live program street.,10,Health,GSK,268.7900085449219,2025-09-24,,1,229,20250207,20250924
2411,2411,Bridgestone Such,Whatever event some example stay nation.,11,Automotive,Bridgestone,729.5700073242188,2025-09-24,,1,34,20250305,20250924
2412,2412,Staedtler Evidence,Rock western ten management describe.,12,Stationery,Staedtler,74.58000183105469,2025-09-24,,1,257,20231112,20250924
2413,2413,Apple Enter Max,Before hundred wish official report production bar agent summer prevent.,1,Electronics,Apple,1772.0899658203125,2025-09-24,,1,66,20250901,20250924
2414,2414,Zara Color Pro,Character no think table understand.,2,Fashion,Zara,319.80999755859375,2025-09-24,,1,355,20240725,20250924
2415,2415,HarperCollins Whole,Yourself security authority per always factor business suffer customer maybe.,3,Books,HarperCollins,26.860000610351562,2025-09-24,,1,350,20250414,20250924
2416,2416,L'Oreal World Lite,Few end choose art five avoid article long.,4,Beauty,L'Oreal,113.80999755859375,2025-09-24,,1,199,20250218,20250924
2417,2417,Asics Big,Study up between TV him bag skin between reduce.,5,Sports,Asics,111.38999938964844,2025-09-24,,1,1,20231122,20250924
2418,2418,IKEA Street,Break theory site best radio unit stage you field.,6,Furniture,IKEA,1192.3800048828125,2025-09-24,,1,4,20240910,20250924
2419,2419,KitchenAid Relationship,Claim usually new pretty.,7,Home Appliances,KitchenAid,1086.4599609375,2025-09-24,,1,132,20240427,20250924
2420,2420,Mattel Best,Car move surface federal carry machine.,8,Toys,Mattel,62.790000915527344,2025-09-24,,1,137,20250310,20250924
2421,2421,PepsiCo Bad Plus,Defense job support happy herself team could author never who.,9,Groceries,PepsiCo,5.519999980926514,2025-09-24,,1,121,20231015,20250924
2422,2422,Pfizer Why Plus,Feeling wife price her site your college political budget.,10,Health,Pfizer,282.7900085449219,2025-09-24,,1,142,20240423,20250924
2423,2423,Bosch Understand Pro,Away down turn design anything.,11,Automotive,Bosch,517.510009765625,2025-09-24,,1,127,20241222,20250924
2424,2424,Moleskine Record,Whole control at natural sport front your compare pretty.,12,Stationery,Moleskine,1.1100000143051147,2025-09-24,,1,177,20250412,20250924
2425,2425,OnePlus Forget,Ability plan executive result assume.,1,Electronics,OnePlus,985.8599853515625,2025-09-24,,1,42,20250318,20250924
2426,2426,Puma Man,Myself relate every moment travel international page media word our.,2,Fashion,Puma,112.97000122070312,2025-09-24,,1,68,20231031,20250924
2427,2427,Macmillan Allow,Black wrong red future later voice true decade.,3,Books,Macmillan,21.219999313354492,2025-09-24,,1,29,20240624,20250924
2428,2428,L'Oreal Star,Fast certainly wrong large right lay hope card president.,4,Beauty,L'Oreal,46.20000076293945,2025-09-24,,1,494,20240726,20250924
2429,2429,Reebok Hit Pro,Else them live professional bar.,5,Sports,Reebok,273.32000732421875,2025-09-24,,1,444,20250714,20250924
2430,2430,Ashley Ready Lite,Born development would her possible which technology.,6,Furniture,Ashley,1892.4000244140625,2025-09-24,,1,131,20240405,20250924
2431,2431,Bosch Amount,Knowledge space theory about point spend important outside public write.,7,Home Appliances,Bosch,346.54998779296875,2025-09-24,,1,137,20250601,20250924
2432,2432,LEGO Song,Magazine movie account imagine court.,8,Toys,LEGO,162.50999450683594,2025-09-24,,1,385,20250328,20250924
2433,2433,Kellogg's Bring Plus,Go society claim director need Congress.,9,Groceries,Kellogg's,73.25,2025-09-24,,1,222,20241120,20250924
2434,2434,Pfizer Clear Lite,Actually everyone force choose cover yourself opportunity.,10,Health,Pfizer,30.829999923706055,2025-09-24,,1,92,20240503,20250924
2435,2435,Continental Almost Plus,Event although seem environmental.,11,Automotive,Continental,159.1999969482422,2025-09-24,,1,251,20241229,20250924
2436,2436,Faber-Castell Suffer Max,Direction three big break east.,12,Stationery,Faber-Castell,2.6600000858306885,2025-09-24,,1,83,20250215,20250924
2437,2437,Samsung All,Create whose want until clearly poor option type.,1,Electronics,Samsung,1749.6800537109375,2025-09-24,,1,96,20230921,20250924
2438,2438,Nike Strong Lite,Eye policy very grow majority wonder out less drive.,2,Fashion,Nike,105.6500015258789,2025-09-24,,1,465,20231224,20250924
2439,2439,Macmillan With Plus,Admit authority time bill explain term wall drug baby four.,3,Books,Macmillan,44.970001220703125,2025-09-24,,1,413,20250427,20250924
2440,2440,L'Oreal Card,Set believe pretty explain new son explain this can already.,4,Beauty,L'Oreal,77.44000244140625,2025-09-24,,1,10,20231121,20250924
2441,2441,Puma Put,Purpose unit development history series marriage tree politics whose purpose.,5,Sports,Puma,384.0899963378906,2025-09-24,,1,329,20240310,20250924
2442,2442,IKEA Majority Pro,One break certainly develop produce rise responsibility economy truth dream.,6,Furniture,IKEA,549.9600219726562,2025-09-24,,1,480,20250328,20250924
2443,2443,Philips Interesting,Office five forward follow general manage head occur recently again.,7,Home Appliances,Philips,33.90999984741211,2025-09-24,,1,405,20250427,20250924
2444,2444,LEGO Fall,Office say street owner involve point.,8,Toys,LEGO,164.55999755859375,2025-09-24,,1,436,20250304,20250924
2445,2445,PepsiCo Fire Plus,Throw mind song investment help road home inside.,9,Groceries,PepsiCo,48.560001373291016,2025-09-24,,1,288,20240320,20250924
2446,2446,Pfizer East,Series he throw bar five know behavior development professional.,10,Health,Pfizer,94.29000091552734,2025-09-24,,1,245,20231108,20250924
2447,2447,Bosch Firm Max,Together around group play mention create reveal pattern claim party.,11,Automotive,Bosch,505.7099914550781,2025-09-24,,1,63,20240720,20250924
2448,2448,Moleskine Find,Feeling similar material travel follow theory across.,12,Stationery,Moleskine,9.119999885559082,2025-09-24,,1,151,20240422,20250924
2449,2449,Apple Republican,Drive cell economy defense mention short.,1,Electronics,Apple,2107.56005859375,2025-09-24,,1,72,20240415,20250924
2450,2450,Nike Base,Remember film result garden walk huge blue movement firm.,2,Fashion,Nike,19.360000610351562,2025-09-24,,1,218,20240421,20250924
2451,2451,Macmillan Throughout Max,Up his street none her class clearly laugh dream several.,3,Books,Macmillan,17.420000076293945,2025-09-24,,1,450,20240306,20250924
2452,2452,Estée Lauder Realize,Per full outside grow us summer.,4,Beauty,Estée Lauder,143.8300018310547,2025-09-24,,1,461,20240523,20250924
2453,2453,Puma Push,Tv cause hit animal after stock painting hot toward real.,5,Sports,Puma,495.4800109863281,2025-09-24,,1,114,20241225,20250924
2454,2454,IKEA Believe,Citizen magazine week outside stop ago beautiful less until.,6,Furniture,IKEA,577.989990234375,2025-09-24,,1,39,20240131,20250924
2455,2455,Panasonic West Pro,Grow drive compare image page little.,7,Home Appliances,Panasonic,1345.469970703125,2025-09-24,,1,309,20250624,20250924
2456,2456,LEGO Accept Max,Determine call great almost democratic stuff only matter.,8,Toys,LEGO,121.91999816894531,2025-09-24,,1,347,20240507,20250924
2457,2457,Kellogg's Night Max,Account character individual provide any office poor deep.,9,Groceries,Kellogg's,62.849998474121094,2025-09-24,,1,146,20250108,20250924
2458,2458,Pfizer Draw,Page be artist around against remember possible involve heavy.,10,Health,Pfizer,83.51000213623047,2025-09-24,,1,255,20240206,20250924
2459,2459,Bridgestone Thought,Heavy responsibility exactly man method happy wide finally.,11,Automotive,Bridgestone,219.6699981689453,2025-09-24,,1,464,20250402,20250924
2460,2460,Faber-Castell Listen,Young speech central a soldier general sound describe sea bar.,12,Stationery,Faber-Castell,63.31999969482422,2025-09-24,,1,441,20240711,20250924
2461,2461,Samsung Rather,Light trouble move away former face safe study know site brother.,1,Electronics,Samsung,451.80999755859375,2025-09-24,,1,75,20240502,20250924
2462,2462,H&M You,Cultural pass treatment turn prove wind into inside.,2,Fashion,H&M,320.7699890136719,2025-09-24,,1,499,20240813,20250924
2463,2463,Macmillan Grow,General probably possible service at.,3,Books,Macmillan,11.220000267028809,2025-09-24,,1,218,20231006,20250924
2464,2464,Maybelline Step Max,Civil beautiful record fly natural image avoid return art car.,4,Beauty,Maybelline,198.97000122070312,2025-09-24,,1,93,20231108,20250924
2465,2465,Asics Republican,Hospital personal quite kid hit.,5,Sports,Asics,252.16000366210938,2025-09-24,,1,246,20250618,20250924
2466,2466,Ashley Mean,Into friend career cup main much one author catch stand might.,6,Furniture,Ashley,1211.449951171875,2025-09-24,,1,325,20240423,20250924
2467,2467,Panasonic Radio Plus,Happen determine marriage bar suffer paper court always voice each.,7,Home Appliances,Panasonic,587.1099853515625,2025-09-24,,1,281,20250621,20250924
